冰箱	冰箱	bīngxiāng	frig, electric refrigerator, fridge, freezer, refrigerator, deepfreeze, icebox, reefer, cooler, refrigeratory	[sound:cmn-冰箱.mp3]
冰雪	冰雪	bīngxuě	ice and snow	[sound:cmn-冰雪.mp3]
兵	兵	bīng	fighter, troops, armed force, arms, dogface, pawn in Ch. chess, military, weapons, private, soldier, ranker, joe, army, pawn, rank-and-file soldier	[sound:cmn-兵.mp3]
并	并	bìng	to be side by side, simultaneously, and	[sound:cmn-并.mp3]
不要緊	不要紧	bù yàojǐn	unimportant, not serious, it doesn't matter, never mind, it looks all right, but	[sound:cmn-不要紧.mp3]
不管	不管	bùguǎn	conj.: no matter, regardless of	[sound:cmn-不管.mp3]
不在乎	不在乎	bù zàihu	not to care	[sound:cmn-不在乎.mp3]
布置	布置	bùzhì	dispose, embellish, arrange, set up, lay, assign, fix up, upholster	[sound:cmn-布置.mp3]
不然	不然	bùrán	conj.: otherwise, if not, or else	[sound:cmn-不然.mp3]
步行	步行	bùxíng	hoof it, tread, ambulate, leg it, foot, pedestrianize, footslog, tramp, go on foot, hoof, step, locomote, walk	[sound:cmn-步行.mp3]
才	才	cái	then and only then, just now, only (before a number)	[sound:cmn-才.mp3]
擦	擦	cā	swab, shave, spread on, scrape, apply sth. on, spread sth. on, touch lightly, wipe, grate, rub, put/spread on, brush past, brush, obliterate, chafe, efface, sweep, scratch, fray, put on, apply, besmear, put, polish, scrape into shreds, fret, scrub, mop, erase	[sound:cmn-擦.mp3]
材料	材料	cáiliào	making, aggregate, stuff, ingredients, food, ingredient, data, fodder, material, datum, stock, makings, data point, timber	[sound:cmn-材料.mp3]
財富	财富	cáifù	opulence, pile, worth, fortune, moneybag, riches, mammon, substance, wealth, wealthy, gold, lucre, means, shekel, pelf, opulency, money, oof, nabobery	[sound:cmn-财富.mp3]
財產	财产	cáichǎn	aught, belonging, fortune, material possession, cash, riches, substance, assets, property, wealth, belongings, estate, seizin, thing, holding, possession, means, goods, asset, pelf, money, propertied, seisin, res, having	[sound:cmn-财产.mp3]
參考	参考	cānkǎo	consult, refer to	[sound:cmn-参考.mp3]
參與	参与	cānyù	participate in	[sound:cmn-参与.mp3]
採訪	采访	cǎifǎng	cover, interview, gather news	[sound:cmn-采访.mp3]
操場	操场	cāochǎng	schoolyard, school ground, school yard, drill ground, sportsground, playing field, playground, sports ground	[sound:cmn-操场.mp3]
操作	操作	cāozuò	operate, manipulate	[sound:cmn-操作.mp3]
測量	测量	cèliáng	survey, measure	[sound:cmn-测量.mp3]
測	测	cè	measure out, conjecture, measure, infer, survey, fathom	[sound:cmn-测.mp3]
測試	测试	cèshì	test	[sound:cmn-测试.mp3]
茶葉	茶叶	cháyè	tea, tea leaf, tea leaves	[sound:cmn-茶叶.mp3]
產品	产品	chǎnpǐn	baby, brand, output, product, produce, end product, merchandise, fruitage, growth, manufacture, wares, production	[sound:cmn-产品.mp3]
曾	曾	céng	once, ever, before	[sound:cmn-曾.mp3]
長途	长途	chángtú	long-distance, long distance	[sound:cmn-长途.mp3]
唱片	唱片	chàngpiàn	pressing, waxing, cut, disc, phonogram, phonograph record, record, disk, wax, phonorecord, platter, recording, gramophone record, phonograph recording	[sound:cmn-唱片.mp3]
常識	常识	chángshí	nous, reason, mother_wit, general knowledge, common_sense, mother wit, horse sense, public knowledge, common sense, sense, good sense, gumption, commonsense, wisdom	[sound:cmn-常识.mp3]
抄寫	抄写	chāoxiě	to copy, to transcribe	[sound:cmn-抄写.mp3]
潮流	潮流	cháoliú	stream, tidal flow, tidal_current, tideway, trend, movement, wind, sea, fashion, tide, tidal current	[sound:cmn-潮流.mp3]
抄	抄	chāo	to make a copy, to plagiarize, to search and seize, to raid, to grab, to go off with, to take a shortcut, to make a turning move, to fold one's arms	[sound:cmn-抄.mp3]
潮	潮	cháo	tide, current, damp, moist, humid	[sound:cmn-潮.mp3]
徹底	彻底	chèdǐ	thorough, drastic, exhaustive, outright, complete	[sound:cmn-彻底.mp3]
潮濕	潮湿	cháoshī	damp, moist	[sound:cmn-潮湿.mp3]
沉	沉	chén	see 黑沉沉[hei1 chen1 chen1], to submerge, to immerse, to sink, to keep down, to lower, to drop, deep, profound, heavy	[sound:cmn-沉.mp3]
沉默	沉默	chénmò	taciturn, uncommunicative, silent	[sound:cmn-沉默.mp3]
沉重	沉重	chénzhòng	heavy, hard, serious, critical	[sound:cmn-沉重.mp3]
成人	成人	chéngrén	grownup, adult, majority, manhood, grown-up	[sound:cmn-成人.mp3]
誠實	诚实	chéngshi	honest	[sound:cmn-诚实.mp3]
稱贊	称赞	chēngzàn	to praise, to acclaim, to commend, to compliment	[sound:cmn-称赞.mp3]
承擔	承担	chéngdān	bear, undertake, assume	[sound:cmn-承担.mp3]
承認	承认	chéngrèn	receive, acknowledge, okay, approbate, validate, recognize, avow, admittance, count, confess, sanctify, grant, countersign, avouch, admit, acknowledgement, reckon, own, sanction, give diplomatic recognition, concede, cede, give, ratify, agree, recognise, accept, recognition, yield, allow, endorse, profess	[sound:cmn-承认.mp3]
誠信	诚信	chéngxìn	genuine, honest, in good faith, honesty, integrity	[sound:cmn-诚信.mp3]
程序	程序	chéngxù	rules of order, parliamentary law, instruction, process, procedure, agenda, instance, parliamentary procedure, system, order, proceeding, programme, method, sequence, course, program	[sound:cmn-程序.mp3]
吃驚	吃惊	chī jīng	to be startled, to be shocked, to be amazed	[sound:cmn-吃惊.mp3]
承受	承受	chéngshòu	bear, support, endure, inherit (legacy/etc.)	[sound:cmn-承受.mp3]
尺	尺	chǐ	m.[standard]	[sound:cmn-尺.mp3]
遲到	迟到	chí dào	tardy, be late, arrive late, be/come/arrive late, come, late, come/arrive late, be	[sound:cmn-迟到.mp3]
沖	冲	chōng	charge, rush, dash	[sound:cmn-冲.mp3]
尺子	尺子	chǐzi	rule, ruler (measuring instrument), CL:把[ba3]	[sound:cmn-尺子.mp3]
充電	充电	chōng diàn	charge, electricize, refresh	[sound:cmn-充电.mp3]
充電器	充电器	chōngdiànqì	battery charger	[sound:cmn-充电器.mp3]
尺寸	尺寸	chǐcun	measurement, dimension	[sound:cmn-尺寸.mp3]
蟲子	虫子	chóngzi	insect, bug, worm, CL:條|条[tiao2],隻|只[zhi1]	[sound:cmn-虫子.mp3]
充分	充分	chōngfèn	full, ample, abundant	[sound:cmn-充分.mp3]
抽	抽	chōu	lash, whip, thrash	[sound:cmn-抽.mp3]
抽獎	抽奖	chōu jiǎng	to draw a prize, a lottery, a raffle	[sound:cmn-抽奖.mp3]
出口	出口	chū kǒu	export	[sound:cmn-出口.mp3]
抽煙	抽烟	chōu yān	smoke (pipe/etc.)	[sound:cmn-抽烟.mp3]
出色	出色	chūsè	outstanding, remarkable, splendid	[sound:cmn-出色.mp3]
出席	出席	chū xí	attend, be present	[sound:cmn-出席.mp3]
處於	处于	chǔyú	go, be in, be (in a certain condition)	[sound:cmn-处于.mp3]
出售	出售	chūshòu	offer for sale, sell	[sound:cmn-出售.mp3]
處	处	chù	m.[general]	[sound:cmn-处.mp3]
穿上	穿上	chuānshang	assume, wear, put_on, slip, enclothe, put on	[sound:cmn-穿上.mp3]
窗戶	窗户	chuānghu	window, casement	[sound:cmn-窗户.mp3]
窗臺	窗台	chuāngtái	window sill, window ledge	[sound:cmn-窗台.mp3]
傳統	传统	chuántǒng	rule, patrimony, legacy, custom, heritage, convention, conventionality, routine, normal practice, common practice, tradition	[sound:cmn-传统.mp3]
純	纯	chún	pure, simple	[sound:cmn-纯.mp3]
純淨水	纯净水	chúnjìngshuǐ	pure water	[sound:cmn-纯净水.mp3]
窗子	窗子	chuāngzi	window	[sound:cmn-窗子.mp3]
春季	春季	chūnjì	springtime	[sound:cmn-春季.mp3]
詞匯	词汇	cíhuì	mental lexicon, vocabulary, wordbook, lexicon, word-stock, lexis, words and phrases	[sound:cmn-词汇.mp3]
此	此	cǐ	this, det.: this, here	[sound:cmn-此.mp3]
此外	此外	cǐwài	conj.: besides, in addition, moreover	[sound:cmn-此外.mp3]
次	次	cì	order, sequence, next	[sound:cmn-次.mp3]
刺激	刺激	cìjī	stimulate, provoke, irritate, upset	[sound:cmn-刺激.mp3]
刺	刺	cì	stab, prick, assassinate, irritate, stimulate, criticize	[sound:cmn-刺.mp3]
從此	从此	cóngcǐ	hereon, hence, henceforth, thereupon, therefrom, from now on, from then on	[sound:cmn-从此.mp3]
粗	粗	cū	wide (in diameter), thick	[sound:cmn-粗.mp3]
粗心	粗心	cūxīn	careless, thoughtless	[sound:cmn-粗心.mp3]
促銷	促销	cùxiāo	merchandise, sell	[sound:cmn-促销.mp3]
措施	措施	cuòshī	measure, demarche, corrective, move, step	[sound:cmn-措施.mp3]
促使	促使	cùshǐ	incite, prod, prompt, spur, send, motive, induce, trigger, urge, bring on, cause, propel, shame, instigate, impel, actuate, motivate, bear on, push, get, move	[sound:cmn-促使.mp3]
打	打	dǎ	generalized verb of doing with specific meaning determined by its object, strike, hit, fight, construct, forge, mix	[sound:cmn-打.mp3]
促進	促进	cùjìn	rush, help, step_up, advancement, progress, acceleration, subserve, encourage, facilitate, anticipate, accelerate, assist, fillip, expedite, advance, promotive, boost, further, provoke, hurry, redound, cultivate, induce, hasten, catalyze, speed, promote, contribute, impel, promotion, push, forward, stimulate, whet	[sound:cmn-促进.mp3]
答案	答案	dáàn	result, script, resolution, solution, answer, key	[sound:cmn-答案.mp3]
打雷	打雷	dǎ léi	to rumble with thunder, clap of thunder	[sound:cmn-打雷.mp3]
打敗	打败	dǎ bài	rout, outplay, whip, scupper, wallop, mop up, finish, suffer a defeat, overrule, overwhelm, flog, rack up, whop, be beaten, overpower, subdue, overmatch, snooker, be defeated, larrup, outfight, overmaster, floor, whup, knock_off, best, drub, defeat, euchre, confound, lick, fall, outrival, worst, overthrow, convince, vanquish, beat, pip	[sound:cmn-打败.mp3]
打掃	打扫	dǎsǎo	to clean, to sweep	[sound:cmn-打扫.mp3]
打折	打折	dǎ zhé	to give a discount	[sound:cmn-打折.mp3]
打針	打针	dǎ zhēn	to give or have an injection	[sound:cmn-打针.mp3]
大多	大多	dàduō	for the most part, many, most, the greater part, mostly	[sound:cmn-大多.mp3]
大巴	大巴	dàbā	a big coach, tourist bus	[sound:cmn-大巴.mp3]
大方	大方	dàfang	expert, scholar, mother earth, a type of green tea, generous, magnanimous, stylish, in good taste, easy-mannered, natural and relaxed	[sound:cmn-大方.mp3]
大哥	大哥	dàgē	eldest brother, elder brother, gang leader	[sound:cmn-大哥.mp3]
大規模	大规模	dàguīmó	large scale, extensive, wide scale, broad scale	[sound:cmn-大规模.mp3]
大會	大会	dàhuì	synod, moot, conference, plenary meeting, congress, rally, plenum, mass meeting, plenary session	[sound:cmn-大会.mp3]
大姐	大姐	dàjiě	big sister, elder sister, older sister (also polite term of address for a girl or woman slightly older than the speaker)	[sound:cmn-大姐.mp3]
大樓	大楼	dàlóu	mansion, massif, hall, block, manse, edifice, building, multi-storied building, residence, mansion house	[sound:cmn-大楼.mp3]
大媽	大妈	dàmā	father's elder brother's wife, aunt (affectionate term for an elderly woman)	[sound:cmn-大妈.mp3]
大型	大型	dàxíng	large-size (machines/factories/etc.)	[sound:cmn-大型.mp3]
大陸	大陆	dàlù	Ch. mainland	[sound:cmn-大陆.mp3]
大眾	大众	dàzhòng	the broad masses, roughscuff, the public, herd, concourse, commonality, riffraff, masses, commonness, the masses, throng, multitude, commonage, commonalty, plebeian, plebs, horde, the people/masses, community, the people, million, mass, public	[sound:cmn-大众.mp3]
大爺	大爷	dàye	arrogant idler, self-centered show-off, (coll.) father's older brother, uncle, term of respect for older man	[sound:cmn-大爷.mp3]
代替	代替	dàitì	fill in, replace, supply, supersede, replacement, substitute for, surrogate, oust, substitute, stand_in, stand in, cover, supplant, take the place of, fill_in, sub	[sound:cmn-代替.mp3]
袋	袋	dài	pouch, bag, sack, pocket	[sound:cmn-袋.mp3]
待遇	待遇	dàiyù	treatment (salary/etc.)	[sound:cmn-待遇.mp3]
戴	戴	dài	wear, put on (of accessories)	[sound:cmn-戴.mp3]
擔任	担任	dānrèn	hold the post of, take charge of, assume, take_charge, fill, shoulder, adopt, skipper, assume the office of, assume office of, act_as, take, act as, play, undertake, take over, take on	[sound:cmn-担任.mp3]
擔保	担保	dānbǎo	to guarantee, to vouch for	[sound:cmn-担保.mp3]
擔心	担心	dān xīn	worry, feel anxious	[sound:cmn-担心.mp3]
單純	单纯	dānchún	simple, pure, plain, artless	[sound:cmn-单纯.mp3]
單	单	dān	singly, alone	[sound:cmn-单.mp3]
單調	单调	dāndiào	monotonous	[sound:cmn-单调.mp3]
單獨	单独	dāndú	tete-a-tete, apart, unaccompanied, individually, singly, solely, alone, on one's own	[sound:cmn-单独.mp3]
導遊	导游	dǎoyóu	tour guide, guidebook, to conduct a tour	[sound:cmn-导游.mp3]
倒閉	倒闭	dǎobì	to go bankrupt, to close down	[sound:cmn-倒闭.mp3]
淡	淡	dàn	tasteless, light, wishy-washy, pale, thin, weak	[sound:cmn-淡.mp3]
倒車	倒车	dǎo chē	to change buses, trains etc, to reverse (a vehicle), to drive backwards	[sound:cmn-倒车.mp3]
得意	得意	déyì	be proud of; be exalted; be complacent	[sound:cmn-得意.mp3]
得	得	de	should be, need	[sound:cmn-得.mp3]
導致	导致	dǎozhì	bring, lead, bring_about, lead to, incite, result in, conduce, bring about, produce, bring_on, render, set off, spark_off, inspire, inflict, cause, land	[sound:cmn-导致.mp3]
燈光	灯光	dēngguāng	light, lighting, the light of a lamp, illuminance, glim, illumination, lamplight	[sound:cmn-灯光.mp3]
登	登	dēng	to scale (a height), to ascend, to mount, to publish or record, to enter (e.g. in a register), to press down with the foot, to step or tread on, to put on (shoes or trousers) (dialect), to be gathered and taken to the threshing ground (old)	[sound:cmn-登.mp3]
登記	登记	dēng jì	register, check in	[sound:cmn-登记.mp3]
登錄	登录	dēnglù	to register, to log in	[sound:cmn-登录.mp3]
登山	登山	dēng shān	engage in mountain-climbing, sport	[sound:cmn-登山.mp3]
的確	的确	díquè	certainly, surely	[sound:cmn-的确.mp3]
敵人	敌人	dírén	antagonist, enemy, enemy force, foeman, opponent, adversary, hostile force, foe, opposing force	[sound:cmn-敌人.mp3]
地方	地方	dìfang	country, soil, terrain, part, clime, way, territory, room, neighbourhood, tinderbox, locality (as distinct from the central administrat, child, tract, province, position, respect, where, region, space, place, local	[sound:cmn-地方.mp3]
底	底	dǐ	underside, bottom, base, end, ground	[sound:cmn-底.mp3]
地面	地面	dìmiàn	(earth's) surface, ground, floor, region	[sound:cmn-地面.mp3]
地位	地位	dìwèi	station, estate, importance, appointment, character, footing, capacity, chair, estate of the realm, level, situation, status, standing, position, spot, connection, space, sphere, quality, place, condition	[sound:cmn-地位.mp3]
地下	地下	dìxia	subterranean, underground, secretly, subsurface, secret, secret activity	[sound:cmn-地下.mp3]
地址	地址	dìzhǐ	location, domicile, street address, address, name and address, destination	[sound:cmn-地址.mp3]
典型	典型	diǎnxíng	typical, representative	[sound:cmn-典型.mp3]
點名	点名	diǎn míng	roll call, to mention sb by name, (to call or praise or criticize sb) by name	[sound:cmn-点名.mp3]
電燈	电灯	diàndēng	electric light, CL:盞|盏[zhan3]	[sound:cmn-电灯.mp3]
電動車	电动车	diàndòngchē	Electric vehicle	[sound:cmn-电动车.mp3]
電梯	电梯	diàntī	lift, elevator	[sound:cmn-电梯.mp3]
電源	电源	diànyuán	electric power source	[sound:cmn-电源.mp3]
定	定	dìng	decide	[sound:cmn-定.mp3]
頂	顶	dǐng	top, tip	[sound:cmn-顶.mp3]
冬季	冬季	dōngjì	winter	[sound:cmn-冬季.mp3]
動畫片	动画片	dònghuàpiàn	animated film	[sound:cmn-动画片.mp3]
豆腐	豆腐	dòufu	tofu, bean curd	[sound:cmn-豆腐.mp3]
獨立	独立	dúlì	stand alone	[sound:cmn-独立.mp3]
動搖	动摇	dòngyáo	totter, unnerve, faze, fluctuate, jounce, falter, oscillate, enervate, seesaw, stagger, waver, depolarize, vibrate, shaken, ferment, wabble, shake, churn, teeter, vacillate, wobble, rock, weaken, agitate, unsettle, sway, vacillation, hesitate	[sound:cmn-动摇.mp3]
獨自	独自	dúzì	unaccompanied, solely, by oneself, alone	[sound:cmn-独自.mp3]
獨特	独特	dútè	special, distinctive, unique	[sound:cmn-独特.mp3]
堵	堵	dǔ	to stop up, (to feel) stifled or suffocated, wall, classifier for walls	[sound:cmn-堵.mp3]
肚子	肚子	dǔzi	kyte, venter, womb, tummy, belly, stomach, paunch, abdomen, breadbasket, wame, tripe	[sound:cmn-肚子.mp3]
堵車	堵车	dǔ chē	traffic jam, choking	[sound:cmn-堵车.mp3]
度過	度过	dùguò	pass, spend (time/etc.)	[sound:cmn-度过.mp3]
對比	对比	duìbǐ	ratio, correlation	[sound:cmn-对比.mp3]
鍛煉	锻炼	duànliàn	to toughen, to temper, to engage in physical exercise, to work out, (fig.) to develop one's skills, to train oneself	[sound:cmn-锻炼.mp3]
多次	多次	duōcì	many times, repeatedly	[sound:cmn-多次.mp3]
對於	对于	duìyú	in regard) to, toward, at, for	[sound:cmn-对于.mp3]
對付	对付	duìfu	counter, deal/cope with, face, confront, cope with, fix, make do, handle, deal, tackle, deal with	[sound:cmn-对付.mp3]
多年	多年	duōnián	for many years	[sound:cmn-多年.mp3]
多種	多种	duōzhǒng	many kinds of, multiple, diverse, multi-	[sound:cmn-多种.mp3]
而	而	ér	conj.: and yet	[sound:cmn-而.mp3]
惡心	恶心	ěxin	nausea, to feel sick, disgust, nauseating, to embarrass (deliberately), bad habit, vicious habit, vice	[sound:cmn-恶心.mp3]
兒童	儿童	értóng	kid, nipper, enfant, tyke, youngster, small fry, minor, shaver, nestling, tike, child, chit, fry, children, infant, tiddler, small-fry	[sound:cmn-儿童.mp3]
多樣	多样	duōyàng	diverse, multiform, various	[sound:cmn-多样.mp3]
而是	而是	érshì	conj.: if not A, then B	[sound:cmn-而是.mp3]
二手	二手	èrshǒu	indirectly acquired, second-hand (information, equipment etc), assistant	[sound:cmn-二手.mp3]
耳機	耳机	ěrjī	headphones, earphones, telephone receiver	[sound:cmn-耳机.mp3]
發揮	发挥	fāhuī	bring into play, give free rein to, develop (idea/etc.), elaborate	[sound:cmn-发挥.mp3]
發票	发票	fāpiào	invoice, receipt or bill for purchase	[sound:cmn-发票.mp3]
發燒	发烧	fāshāo	fever, kindle, feverish, temperature, run a temperature, run a fever, have a fever, have a temperature	[sound:cmn-发烧.mp3]
法	法	fǎ	law, method, way, mode, standard, model, legalists, Legalist School, Buddhist doctrine, dharma, magic arts	[sound:cmn-法.mp3]
法官	法官	fǎguān	sentencer, Bench, judiciary, judgeship, bench, tippet, wig, justice, judicature, magistrate, court, judge, jurist, recorder, hakim, justicer, judgship	[sound:cmn-法官.mp3]
法律	法律	fǎlǜ	constitution, juridical, legal, jus, judiciary, statute law, law, codex, legislation, jurisprudence, lex, code, Themis, statute, judicial, practice of law, prescript, forensic, natural law	[sound:cmn-法律.mp3]
法院	法院	fǎyuàn	judicature, (law) court, judicatory, bar, courthouse, law court, court, tribunal, judiciary, banc, court of justice, jug, banco, forensic	[sound:cmn-法院.mp3]
翻譯	翻译	fānyì	translate, interpret	[sound:cmn-翻译.mp3]
煩	烦	fán	to feel vexed, to bother, to trouble, superfluous and confusing, edgy	[sound:cmn-烦.mp3]
翻	翻	fān	to turn over, to flip over, to overturn, to rummage through, to translate, to decode, to double, to climb over or into, to cross, variant of 翻[fan1]	[sound:cmn-翻.mp3]
反而	反而	fǎnér	conj.: on the contrary, instead	[sound:cmn-反而.mp3]
反映	反映	fǎnyìng	reflect, mirror, make known	[sound:cmn-反映.mp3]
反	反	fǎn	counter, revolt, rebel, oppose, combat	[sound:cmn-反.mp3]
方案	方案	fāngàn	formula, plan, scheme, projection, programme, proposal, schema, strategy, project, design, program	[sound:cmn-方案.mp3]
方	方	fāng	just, only just/then	[sound:cmn-方.mp3]
方針	方针	fāngzhēn	policy, guiding principle	[sound:cmn-方针.mp3]
非	非	fēi	not	[sound:cmn-非.mp3]
放鬆	放松	fàngsōng	relax, slacken, loosen	[sound:cmn-放松.mp3]
肥	肥	féi	fat, fertile, loose-fitting or large, to fertilize, to become rich by illegal means, fertilizer, manure	[sound:cmn-肥.mp3]
分布	分布	fēnbù	be distributed (over an area), be scattered	[sound:cmn-分布.mp3]
分手	分手	fēn shǒu	part, part company, separate, say good-bye, break up	[sound:cmn-分手.mp3]
分為	分为	fēnwéi	divide ... into, fall_into, divide(into)	[sound:cmn-分为.mp3]
…分之…	…分之…	… fēn zhī …	... is divided into ...	[sound:cmn-…分之….mp3]
奮鬥	奋斗	fèndòu	struggle, fight, strive	[sound:cmn-奋斗.mp3]
風格	风格	fēnggé	plan, signature, idiom, kind, aroma, manner, idiosyncrasy, negligence, style, mode, tone, expressive style, artistic style, touch	[sound:cmn-风格.mp3]
分散	分散	fēnsàn	divert, diversify, diffract, disperse, deconcentrate, decentralize, dispel, disgregate, decentralization, scatter, distract, decentralise, shed, break up, dispersal	[sound:cmn-分散.mp3]
風景	风景	fēngjǐng	view, aspect, vista, panorama, scenery, prospect, scene, sight, landscape	[sound:cmn-风景.mp3]
紛紛	纷纷	fēnfēn	in droves, one_after_another, numerous and in great confusion	[sound:cmn-纷纷.mp3]
封閉	封闭	fēngbì	resistant to anything new	[sound:cmn-封闭.mp3]
否則	否则	fǒuzé	conj.: otherwise, if not, or else	[sound:cmn-否则.mp3]
風俗	风俗	fēngsú	mores, custom, public decency, manner, institution, ritual, Sunna, manners, rite, guise	[sound:cmn-风俗.mp3]
夫妻	夫妻	fūqī	couple, spouse, pair, man and wife, husband and wife	[sound:cmn-夫妻.mp3]
夫人	夫人	fūren	Lady, lady, memsahib, milady, Dona, Mistress, dona, grande dame, donna, Mrs, mum, Senora, grace, senora, Mrs., madam, Frau, miladi, missus, senhora, wife, ma'am, Madame, madame, missis, Ladyship, Signora, signora	[sound:cmn-夫人.mp3]
夫婦	夫妇	fūfù	conjugality, couple, man_and_wife, husband and wife	[sound:cmn-夫妇.mp3]
