吃飯	吃饭	chī fàn	feed, dine, make a living, keep alive, have a meal, eat	[sound:cmn-吃饭.mp3]
出來	出来	chū lai	come forward, issue, come up, step up, step to the fore, out (toward one), come_out, pop out, come out, rise, come to the fore, step forward, emergence, come forth, emerge	[sound:cmn-出来.mp3]
齣	出	chū	produce, turn out, arise, happen	[sound:cmn-出.mp3]
出去	出去	chū qu	go_out, go/get out, get_out, go out, get out, go, exit	[sound:cmn-出去.mp3]
床	床	chuáng	bed	[sound:cmn-床.mp3]
次	次	cì	order, sequence, next	[sound:cmn-次.mp3]
穿	穿	chuān	to wear, to put on, to dress, to bore through, to pierce, to perforate, to penetrate, to pass through, to thread	[sound:cmn-穿.mp3]
錯	错	cuò	wrong, mistaken, bad, poor, confused, complex	[sound:cmn-错.mp3]
從	从	cóng	from, since, through	[sound:cmn-从.mp3]
打	打	dǎ	generalized verb of doing with specific meaning determined by its object, strike, hit, fight, construct, forge, mix	[sound:cmn-打.mp3]
打車	打车	dǎchē	to take a taxi (in town), to hitch a lift	[sound:cmn-打车.mp3]
打電話	打电话	dǎ diànhuà	make telephone call	[sound:cmn-打电话.mp3]
打開	打开	dǎ kāi	unscrew, undo, break_out, open up, unbar, unpack, unwind, shoot, turn, switch_on, open, switch on, unroll, turn/switch on, unclose, straighten, unfold, crack, unwrap, ope, turn_on, turn on, chop	[sound:cmn-打开.mp3]
打球	打球	dǎqiú	play a ball game using arms/hands	[sound:cmn-打球.mp3]
大學	大学	dàxué	university, college	[sound:cmn-大学.mp3]
大	大	dà	great, macro, old, very, vast, tall, big, high, much	[sound:cmn-大.mp3]
大學生	大学生	dàxuéshēng	man, university/college student, college man, university student, colleger, university, undergrad, undergraduate, college boy, college student, collegian, university_student, undergraduate student, geeks	[sound:cmn-大学生.mp3]
得到	得到	dé dào	to get, to obtain, to receive	[sound:cmn-得到.mp3]
到	到	dào	up until	[sound:cmn-到.mp3]
等	等	děng	conj.: and so on, etc	[sound:cmn-等.mp3]
地點	地点	dìdiǎn	location, site, locale, locality, topographic point, point, venue, spot, situs, land site, place, locus	[sound:cmn-地点.mp3]
地	地	de	the earth, land, soil, fields, ground, place, position, background, distance	[sound:cmn-地.mp3]
地方	地方	dìfang	country, soil, terrain, part, clime, way, territory, room, neighbourhood, tinderbox, locality (as distinct from the central administrat, child, tract, province, position, respect, where, region, space, place, local	[sound:cmn-地方.mp3]
地上	地上	dìshang	on the ground, on the floor	[sound:cmn-地上.mp3]
的	的	de	particle: emphasizing an action/situation	[sound:cmn-的.mp3]
地圖	地图	dìtú	map	[sound:cmn-地图.mp3]
弟弟	弟弟	dìdi	brother, little brother, younger brother, cadet, little_brother, viscount	[sound:cmn-弟弟.mp3]
第	第	dì	mansion, stadium, decker, det.: marker of ordinal numerals, abomasum, residence	[sound:cmn-第.mp3]
點	点	diǎn	m.[proximation]	[sound:cmn-点.mp3]
電話	电话	diànhuà	blower, phone call, headphone, earpiece, telephone, telephone_call, buzz, earphone, horn, telephone set, phone_call, telephony, phone	[sound:cmn-电话.mp3]
電	电	diàn	electricity	[sound:cmn-电.mp3]
電腦	电脑	diànnǎo	electronic computer, computery, data processor, information processing system, computer	[sound:cmn-电脑.mp3]
電視機	电视机	diànshìjī	set, idiot_box, tv, goggle-box, idiot box, television receiver/set, teleset, television set, television receiver, TV set, goggle_box, tv set, goggle box, boob tube, receiver, telly, television	[sound:cmn-电视机.mp3]
電影	电影	diànyǐng	cinematography, moving_picture, pix, kinema, picture, film, movie, moving picture, flick, cinema, motion_picture, cinematic, celluloid, picture show, motion picture, flicker	[sound:cmn-电影.mp3]
電視	电视	diànshì	TV, box, iconoscope, video, television set, teevee, orthicon, huckster, TV set, radiovision, television, telecasting, airwave, telly	[sound:cmn-电视.mp3]
電影院	电影院	diànyǐng yuàn	cinema, movie (house)	[sound:cmn-电影院.mp3]
東邊	东边	dōngbiān	east, east side, eastern part, to the east of	[sound:cmn-东边.mp3]
東	东	dōng	east	[sound:cmn-东.mp3]
東西	东西	dōngxi	thing, creature	[sound:cmn-东西.mp3]
動	动	dòng	concuss, get moving, travel, go, use, eat or drink, act, arouse, stir, disturb, alter, touch, change, dynamic, locomote, move	[sound:cmn-动.mp3]
動作	动作	dòngzuò	demeanor, motion, behavior, performance, demeanour, play, turn, operation, operative, looseness, agency, gesticulation, movement, gesture, comportment, business, action, move	[sound:cmn-动作.mp3]
讀	读	dú	study, read, attend school, take, read aloud, read (aloud), peruse	[sound:cmn-读.mp3]
都	都	dōu	all, even, already	[sound:cmn-都.mp3]
讀書	读书	dú shū	read, study, attend school	[sound:cmn-读书.mp3]
對不起	对不起	duìbuqǐ	be unfair to, I'm sorry, let ... down, let sb. down, excuse me	[sound:cmn-对不起.mp3]
多	多	duō	many, much, more, more than the correct/required number, excessive, too much, much/far more	[sound:cmn-多.mp3]
多少	多少	duōshao	det.: how many, how much, many	[sound:cmn-多少.mp3]
兒子	儿子	érzi	viscount, man-child, boy, male offspring, son	[sound:cmn-儿子.mp3]
餓	饿	è	starve	[sound:cmn-饿.mp3]
對	对	duì	correct, true, toward	[sound:cmn-对.mp3]
二	二	èr	det.: two, second	[sound:cmn-二.mp3]
飯	饭	fàn	food, meal, repast, cooked rice or other cereals, dinner	[sound:cmn-饭.mp3]
飯店	饭店	fàndiàn	restraurant, restaurant, hotel	[sound:cmn-饭店.mp3]
房間	房间	fángjiān	apartment, aspect, houseroom, room, chamber, bedroom	[sound:cmn-房间.mp3]
房子	房子	fángzi	building (of less than three stories), room, building, property, house	[sound:cmn-房子.mp3]
放	放	fàng	loose, bloom, make longer, set ... free, let sb. have his own way, show, readjust, free, make larger, put in, fly, etc., release, discharge, leave alone, bung, lay aside, put, expansion, make longer/larger/etc., fling, localize, lend (money) at interest, let go, set, pasture, pose, set free, blossom, lay, let off, put out to pasture, send away, play, expand, make larger/etc., readjus	[sound:cmn-放.mp3]
放假	放假	fàng jià	have a day off, have a vacation, have day off, have or be on vacation, have or be on holiday, have a holiday, vacation	[sound:cmn-放假.mp3]
飛	飞	fēi	hover in the air, flight, hover, volatilize, wing, disappear through volatilization, flutter, skip, hover/flutter in the air, fly, blow, flutter in the air, flit	[sound:cmn-飞.mp3]
放學	放学	fàng xué	have winter holidays, classes are over, finish classes, have summer holidays, finish classes (for the day)	[sound:cmn-放学.mp3]
飛機	飞机	fēijī	aerocraft, airplane, machine, craft, aeroplane, ship, aero, avion, aeronef, plane, aircraft	[sound:cmn-飞机.mp3]
非常	非常	fēicháng	extraordinary, unusual, special, very, extremely, highly	[sound:cmn-非常.mp3]
分	分	fēn	m.[general]	[sound:cmn-分.mp3]
風	风	fēng	wind, common practice, custom, general mood, style, news, information	[sound:cmn-风.mp3]
幹	干	gàn	do, work, fight	[sound:cmn-干.mp3]
乾淨	干净	gānjìng	clean, clear	[sound:cmn-干净.mp3]
高興	高兴	gāoxìng	glad, happy, cheerful, merry, pleased	[sound:cmn-高兴.mp3]
高	高	gāo	tall, high	[sound:cmn-高.mp3]
告訴	告诉	gàosu	tell, preach, notify, impart, inform, represent, apprize, send word, share, advise, give notice, apprise, assure, let know	[sound:cmn-告诉.mp3]
哥哥	哥哥	gēge	big brother, elder brother, big_brother	[sound:cmn-哥哥.mp3]
歌	歌	gē	song	[sound:cmn-歌.mp3]
幹什麼	干什么	gànshénme	do something	[sound:cmn-干什么.mp3]
個	个	gè	piece, item	[sound:cmn-个.mp3]
給	给	gěi	give, give to	[sound:cmn-给.mp3]
跟	跟	gēn	with, to, from	[sound:cmn-跟.mp3]
工人	工人	gōngren	navvy, hired man, operative, working person, laborer, shopworker, esne, working man, hired hand, worker, workpeople, workman, hand	[sound:cmn-工人.mp3]
工作	工作	gōngzuò	work, job	[sound:cmn-工作.mp3]
關	关	guān	shut, close, turn off, lock up, close down	[sound:cmn-关.mp3]
關上	关上	guānshàng	to close (a door), to turn off (light, electrical equipment etc)	[sound:cmn-关上.mp3]
國	国	guó	surname Guo, country, nation, state, national, CL:個|个[ge4]	[sound:cmn-国.mp3]
國家	国家	guójiā	sirkar, state, country, patria, a people, nationality, nation, republic, soli, body politic, clime, national, civil order, polity, commonwealth, land, res publica	[sound:cmn-国家.mp3]
貴	贵	guì	expensive, costly, highly valued	[sound:cmn-贵.mp3]
國外	国外	guówài	overseas	[sound:cmn-国外.mp3]
還是	还是	háishi	still, nevertheless	[sound:cmn-还是.mp3]
孩子	孩子	háizi	kid, issue, chap, daughter, children, sonny, son or daughter, child, spawn, boy, kipper, son	[sound:cmn-孩子.mp3]
還有	还有	háiyǒu	conj.: furthermore, in addition	[sound:cmn-还有.mp3]
過	过	guò	[aspect]	[sound:cmn-过.mp3]
漢語	汉语	Hànyǔ	Chinese language, CL:門|门[men2]	[sound:cmn-汉语.mp3]
還	还	hái	still, yet, also, too, as well, besides	[sound:cmn-还.mp3]
漢字	汉字	Hànzì	Chinese character, CL:個|个[ge4], Japanese: kanji, Korean: hanja, Vietnamese: hán tự	[sound:cmn-汉字.mp3]
好	好	hǎo	good	[sound:cmn-好.mp3]
好吃	好吃	hǎochī	delicious, good to eat, tasty, enjoy eating good food, gluttonous	[sound:cmn-好吃.mp3]
好看	好看	hǎokàn	embarrassed, interesting, nice, good-looking, delightful	[sound:cmn-好看.mp3]
好聽	好听	hǎotīng	pleasant to hear	[sound:cmn-好听.mp3]
好玩兒	好玩儿	hǎowánr	interesting, delightful, amusing	[sound:cmn-好玩儿.mp3]
號	号	hào	m.[general]	[sound:cmn-号.mp3]
喝	喝	hē	drink	[sound:cmn-喝.mp3]
和	和	hé	and, with, gentle, peaceful	[sound:cmn-和.mp3]
很	很	hěn	pretty, thrice, monstrously, gey, quite, mighty, stinking, sopping, some, assai, full, most, clinking, much, thumping, awfully, fiendishly, thundering, very, real, really, bally, proper, grossly, powerful, so, rattling, well, considerably, greatly, terribly	[sound:cmn-很.mp3]
後	后	hòu	rear, back, behind	[sound:cmn-后.mp3]
後邊	后边	hòubian	back, rear, behind	[sound:cmn-后边.mp3]
話	话	huà	words, thing, language, tongue, talk, speech, spoken_language, conversation, utterance, expression, story, tale, saying, natural language, sayings, word	[sound:cmn-话.mp3]
後天	后天	hòutiān	the day after tomorrow, post-natal, acquired (not innate), a posteriori	[sound:cmn-后天.mp3]
壞	坏	huài	spoiled	[sound:cmn-坏.mp3]
回答	回答	huídá	answer, reply	[sound:cmn-回答.mp3]
回	回	huí	return, go back	[sound:cmn-回.mp3]
花	花	huā	spend, expend, cost	[sound:cmn-花.mp3]
回到	回到	huídào	remount, retour, recur, turn back, regress, regain, revert, go_back, return to, return, go back to	[sound:cmn-回到.mp3]
回家	回家	huí jiā	return home	[sound:cmn-回家.mp3]
回去	回去	huí  qu	go_home, go_back, retrocede, go back, be back, go, return	[sound:cmn-回去.mp3]
回來	回来	huí lai	come back, get_back, recur, revisit, come, return, be back, come_back	[sound:cmn-回来.mp3]
會	会	huì	to be able, can, will, to meet	[sound:cmn-会.mp3]
火車	火车	huǒchē	choo-choo, railroad train, car train, marshalling_yard, puff-puff, train	[sound:cmn-火车.mp3]
機場	机场	jīchǎng	landing field, flying field, airfield, airport, airdrome, field, aerodrome	[sound:cmn-机场.mp3]
雞蛋	鸡蛋	jīdàn	(chicken) egg, hen's egg, CL:個|个[ge4],打[da2]	[sound:cmn-鸡蛋.mp3]
機票	机票	jīpiào	air ticket, passenger ticket, CL:張|张[zhang1]	[sound:cmn-机票.mp3]
幾	几	jǐ	det.: how many, a few, several, some	[sound:cmn-几.mp3]
記得	记得	jì de	come to mind, think back, remember, recollect, recall, rememberance, mind, retain, place, spring to mind, bear in mind	[sound:cmn-记得.mp3]
記住	记住	jì zhu	to remember, to bear in mind, to learn by heart	[sound:cmn-记住.mp3]
家	家	jiā	family, household, home, house	[sound:cmn-家.mp3]
記	记	jì	write down, record	[sound:cmn-记.mp3]
家裡	家里	jiālǐ	home	[sound:cmn-家里.mp3]
見面	见面	jiàn miàn	meet, see	[sound:cmn-见面.mp3]
教	教	jiào	teach	[sound:cmn-教.mp3]
家人	家人	jiārén	relation, homefolk, inmate, kindred, household, relative, people, folks, kin, family members, family, kinsfolk, house	[sound:cmn-家人.mp3]
間	间	jiān	locality, room	[sound:cmn-间.mp3]
見	见	jiàn	see, be exposed to, become visible, call on, refer to, meet with, appear to be, appear, vide, catch sight of, meet	[sound:cmn-见.mp3]
叫	叫	jiào	to be called	[sound:cmn-叫.mp3]
教學樓	教学楼	jiàoxuélóu	teaching block, school building	[sound:cmn-教学楼.mp3]
介紹	介绍	jièshào	introduce, present, recommend, suggest, let know, brief	[sound:cmn-介绍.mp3]
今年	今年	jīnnián	this year	[sound:cmn-今年.mp3]
姐姐	姐姐	jiějie	sis, big_sister, elder sister, sister	[sound:cmn-姐姐.mp3]
今天	今天	jīntiān	today, at the present, now	[sound:cmn-今天.mp3]
進	进	jìn	enter, come/go into, advance	[sound:cmn-进.mp3]
進來	进来	jìn lai	come in, enter	[sound:cmn-进来.mp3]
進去	进去	jìn qu	enter, entry, go_in, get in, go in	[sound:cmn-进去.mp3]
就	就	jiù	then, at once, right away, an indicator strengthening speaker's evaluation	[sound:cmn-就.mp3]
覺得	觉得	juéde	imagine, guess, believe, reckon, suspect, suppose, think, listen, feel, consider, think_of, appear, conceive	[sound:cmn-觉得.mp3]
九	九	jiǔ	det.: nine	[sound:cmn-九.mp3]
開	开	kāi	open, open up, reclaim (land), open out, come loose, start, begin, operate, turn on (light), run (business), hold (meeting/etc.), divide into, reveal	[sound:cmn-开.mp3]
開車	开车	kāi chē	to drive a car	[sound:cmn-开车.mp3]
開會	开会	kāi huì	hold/attend meeting	[sound:cmn-开会.mp3]
開玩笑	开玩笑	kāi wánxiào	kid, spoof, jive, gag, make fun of, josh, daff, rot, quip, chaff, rib, banter, jolly, fun, sport, put_on, clown, fool, droll, jape, joke, skylark, jest, jocose, crack a joke	[sound:cmn-开玩笑.mp3]
看	看	kàn	see, look at, watch, read, look upon, regard, look after, call on, visit	[sound:cmn-看.mp3]
看病	看病	kàn bìng	to visit a doctor, to see a patient	[sound:cmn-看病.mp3]
看到	看到	kàn dào	view, receive, ken, observe, lamp, catch, see, take in, watch, chatter away, lay_eyes_on, boast, brag, shoot the breeze, spy, catch sight of, catch sight of	[sound:cmn-看到.mp3]
考	考	kǎo	study, inspect, give test, inspection, give, give/take test, test, investigate, verify, take test, give or take an examination, quiz, check	[sound:cmn-考.mp3]
看見	看见	kàn jian	seeing, behold, see, descry, show, perceive, lay eyes on, lamp, spy, show up, sight, catch sight of, catch sight of	[sound:cmn-看见.mp3]
考試	考试	kǎoshì	examination, test	[sound:cmn-考试.mp3]
渴	渴	kě	thirsty	[sound:cmn-渴.mp3]
課	课	kè	subject, course, class	[sound:cmn-课.mp3]
課本	课本	kèběn	text edition, textbook, text, school text, schoolbook	[sound:cmn-课本.mp3]
課文	课文	kèwén	text, CL:篇[pian1]	[sound:cmn-课文.mp3]
口	口	kǒu	m.[general]	[sound:cmn-口.mp3]
塊	块	kuài	m.[general]	[sound:cmn-块.mp3]
快	快	kuài	fast, quick, quick-witted, ingenious, sharp (of knives), straightforward	[sound:cmn-快.mp3]
來	来	lái	to	[sound:cmn-来.mp3]
來到	来到	láidào	arrive, come	[sound:cmn-来到.mp3]
老	老	lǎo	old, aged;of long standing, outdated, tough, overgrown, dark (of colors)	[sound:cmn-老.mp3]
老人	老人	lǎoren	oldster, ancient, old woman, crock, one's aged parents or grandparents, old man/woman, one's aged parents/grandparents, Sir, old person, gaffer, pop, one's aged parents, the aged/old, old_man, senior_citizen, oldie, greybeard, old man, graybeard, old, grandparents, the old, the aged, senior citizen, old_boy, old boy, woman, old-timer, old man or woman, one's aged grandparents	[sound:cmn-老人.mp3]
老師	老师	lǎoshī	rabbi, professor, swami, instructor, teacher, mast	[sound:cmn-老师.mp3]
了	了	le	entirely	[sound:cmn-了.mp3]
累	累	lèi	tire, build by piling up, pile up, strain, weary, toil, accumulate, involve, tired, burthen, work hard, accumulation, fatigued, wear out	[sound:cmn-累.mp3]
冷	冷	lěng	cool, rare, cold, unfrequented, feel cold, chill, frosty(in manner), shot from hiding, strange	[sound:cmn-冷.mp3]
裏	里	lǐ	inside	[sound:cmn-里.mp3]
裡邊	里边	lǐbian	inside	[sound:cmn-里边.mp3]
兩	两	liǎng	det.: two, both (sides), either (side), a few, some	[sound:cmn-两.mp3]
零	零	líng	det.: zero, naught, nil	[sound:cmn-零.mp3]
六	六	liù	det.: six	[sound:cmn-六.mp3]
樓	楼	lóu	storey, Lou, tower, superstructure, storied building, story, floor, Surname, a storied building	[sound:cmn-楼.mp3]
樓上	楼上	lóushàng	upstairs	[sound:cmn-楼上.mp3]
樓下	楼下	lóuxià	downstairs	[sound:cmn-楼下.mp3]
路口	路口	lùkǒu	crossing, intersection (of roads)	[sound:cmn-路口.mp3]
路上	路上	lùshang	on the road, on a journey, road surface	[sound:cmn-路上.mp3]
媽媽	妈妈	māma	mummy, mammy, ma, mother, mamma, mum, mommy, female parent, mom, Mama, mater, mama, momma	[sound:cmn-妈妈.mp3]
馬路	马路	mǎlù	drive, road, driveway, riding, a road, carriageway, avenue, street, a street used by vehicular traffic	[sound:cmn-马路.mp3]
路	路	lù	road, path, way, journey, distance, means, sequence, logic, line, region, district, route, sort, grade, class	[sound:cmn-路.mp3]
馬上	马上	mǎshàng	in a short time, at_once, instantaneously, promptly, at once, incontinent, in the same breath, directively, instantly, slapbang, pronto, right_away, immediately, shortly, without delay, right away, tout-de-suite, forthwith, presently, in_no_time, at a time, soon, hereupon, in a few seconds, before long, at one time, outright, straightaway, in a minute, directly, momently, in a f	[sound:cmn-马上.mp3]
買	买	mǎi	pick up, invest, hire, buy, purchase, put_down, trade, get	[sound:cmn-买.mp3]
嗎	吗	ma	particle: calling for agreement or disagreement	[sound:cmn-吗.mp3]
慢	慢	màn	tardy, rude, slow down, slow, slow up, retard, lose, defer, supercilious, postpone, decelerate	[sound:cmn-慢.mp3]
忙	忙	máng	hurry, hasten	[sound:cmn-忙.mp3]
毛	毛	máo	Mao, wool, bristle, nap, pilus, down, feather, mold, mildew, Surname, hair, 1 1 0 th yuan, 1 0 th yuan, dime, silk, cent, fur, marking	[sound:cmn-毛.mp3]
沒	没	méi	not	[sound:cmn-没.mp3]
沒關係	没关系	méiguānxi	it doesn't matter, never mind	[sound:cmn-没关系.mp3]
沒什麼	没什么	méishénme	nothing, it doesn't matter, it's nothing, never mind	[sound:cmn-没什么.mp3]
沒有	没有	méiyou	not have, there is not, be without	[sound:cmn-没有.mp3]
沒事兒	没事儿	méishìr	to have spare time, free from work, it's not important, it's nothing, never mind	[sound:cmn-没事儿.mp3]
妹妹	妹妹	mèimei	little_sister, sis, younger sister, little sister, sister	[sound:cmn-妹妹.mp3]
門	门	mén	door, gate	[sound:cmn-门.mp3]
門口	门口	ménkǒu	porch, portal, doorway, gateway, threshold, room access, door, entering, entrance	[sound:cmn-门口.mp3]
門票	门票	ménpiào	entrance/admission ticket, admission ticket, admission fee, admission price, entrance ticket, admission charge, cover_charge, admission, entrance fee, entrance money, pasteboard, price of admission, entrance	[sound:cmn-门票.mp3]
米飯	米饭	mǐfàn	(cooked) rice	[sound:cmn-米饭.mp3]
們	们	men	pluralizer after pronouns and nouns of persons	[sound:cmn-们.mp3]
麵包	面包	miànbāo	bun, staff of life, cookie, breadstuff, bread	[sound:cmn-面包.mp3]
麵條兒	面条儿	miàntiáor	noodles, erhua variant of 麵條|面条[mian4 tiao2]	[sound:cmn-面条儿.mp3]
名字	名字	míngzi	first_name, forename, moniker, monaker, first name, monicker, cognomen, given name, name, patronymic, appellation	[sound:cmn-名字.mp3]
明白	明白	míngbai	clarify, downright, recognize, agnize, tumble, follow, make out, catch, understand, discern, think, know, seize, agnise, twig, realize, get, realization	[sound:cmn-明白.mp3]
明年	明年	míngnián	next year	[sound:cmn-明年.mp3]
明天	明天	míngtiān	tomorrow	[sound:cmn-明天.mp3]
哪	哪	nǎ	det.: which	[sound:cmn-哪.mp3]
哪裡	哪里	nǎli	where	[sound:cmn-哪里.mp3]
哪兒	哪儿	nǎr	where	[sound:cmn-哪儿.mp3]
哪些	哪些	nǎxiē	det.: which	[sound:cmn-哪些.mp3]
拿	拿	ná	take, hold, seize, capture	[sound:cmn-拿.mp3]
那邊	那边	nàbian	beyond, that side, there	[sound:cmn-那边.mp3]
那	那	nà	det.: that	[sound:cmn-那.mp3]
那裡	那里	nàlǐ	that place	[sound:cmn-那里.mp3]
那些	那些	nàxiē	det.: those	[sound:cmn-那些.mp3]
奶	奶	nǎi	breasts, milk	[sound:cmn-奶.mp3]
那兒	那儿	nàr	that place	[sound:cmn-那儿.mp3]
奶奶	奶奶	nǎinai	nanna, address for married woman, granny, gran, grandmother, grandma, respectful form of address for an old woman, paternal grandmother	[sound:cmn-奶奶.mp3]
男孩兒	男孩儿	nánháir	boy, erhua variant of 男孩[nan2 hai2]	[sound:cmn-男孩儿.mp3]
男朋友	男朋友	nánpéngyou	boyfriend	[sound:cmn-男朋友.mp3]
男	男	nán	baron, male, man, steady, mankind, male person, boy, chauvinism, creature, son	[sound:cmn-男.mp3]
男生	男生	nánshēng	brother, sonny boy, man, male, laddie, lad, boy student, male student, boy, schoolboy, sonny, cub, man student	[sound:cmn-男生.mp3]
南	南	nán	Yugoslavia, South, Nan, south, Surname, S, due south, austral, southern	[sound:cmn-南.mp3]
男人	男人	nánren	male, man, chap, mankind, buck, bastard, gentleman, jack, gent, men, blighter, cuss, hombre, lad, adult male, groom, husband, bimbo, dog, fellow, mon, menfolk, fella	[sound:cmn-男人.mp3]
南邊	南边	nánbian	south, south side, southern part, to the south of	[sound:cmn-南边.mp3]
呢	呢	ne	particle: marking quesitons about subject already mentioned; indicating strong affirmation	[sound:cmn-呢.mp3]
難	难	nán	make difficulties, take to task, put ... into a difficult position, disagreeable, make difficult, unpleasant, hard, difficult, troublesome, blame	[sound:cmn-难.mp3]
你	你	nǐ	you	[sound:cmn-你.mp3]
能	能	néng	can or to be capable of	[sound:cmn-能.mp3]
你們	你们	nǐmen	you, you (plural), you-all	[sound:cmn-你们.mp3]
您	您	nín	you	[sound:cmn-您.mp3]
牛奶	牛奶	niúnǎi	cow's milk	[sound:cmn-牛奶.mp3]
女	女	nǚ	girl, female, woman, neodymium, hen, daughter, beaver, creature	[sound:cmn-女.mp3]
年	年	nián	year	[sound:cmn-年.mp3]
女孩兒	女孩儿	nǚháir	girl, erhua variant of 女孩[nu:3 hai2]	[sound:cmn-女孩儿.mp3]
女兒	女儿	nǚér	daughter, girl	[sound:cmn-女儿.mp3]
女生	女生	nǚshēng	schoolgirl, girl student, female student, female, girl, woman student, co-ed	[sound:cmn-女生.mp3]
女朋友	女朋友	nǚpéngyou	jane, girl, girl friend, lady friend, girlfriend, amie	[sound:cmn-女朋友.mp3]
旁邊	旁边	pángbiān	by the side of, side, adjacency, near by	[sound:cmn-旁边.mp3]
跑	跑	pǎo	travel, race, be away, escape, course, run errands, skirr, double, walk, be away/off, run away, be off, run about doing sth., run, drive, paw the earth, run about doing ..., ride, leg	[sound:cmn-跑.mp3]
女人	女人	nǚren	jade, crumpet, female, female person, Gill, bitch, chick, fair, squaw, womenfolk, adult female, doll, momma, wench, skirt, womankind, girl, jill, wife, broad, petticoat, sister, woman, bimbo, bird, jane, she, hen, hairpin, dame, women	[sound:cmn-女人.mp3]
朋友	朋友	péngyou	amigo, connections, kith, friend, boy, crony, ami, boy/girl friend, companion, mate, boy friend or girl friend, compadre, boy friend, Mac, paisano, matey, old_boy, sport, folks, pard, hearty, Kamerad, cocker, cobber, girl friend, pardner, company	[sound:cmn-朋友.mp3]
票	票	piào	ticket, ballot, note	[sound:cmn-票.mp3]
七	七	qī	det.: seven	[sound:cmn-七.mp3]
